Month,Longitude,Latitude,Outcome type
6/1/2015,-0.096315,51.508313,Investigation complete; no suspect identified
6/1/2015,-0.013939,51.511749,Investigation complete; no suspect identified
6/1/2015,-0.027355,51.536445,Investigation complete; no suspect identified
6/1/2015,-0.027355,51.536445,Investigation complete; no suspect identified
6/1/2015,-0.068388,51.528396,Investigation complete; no suspect identified
6/1/2015,-0.037519,51.523081,Investigation complete; no suspect identified
6/1/2015,-0.037519,51.523081,Investigation complete; no suspect identified
6/1/2015,-0.052644,51.507129,Investigation complete; no suspect identified
6/1/2015,-0.052644,51.507129,Investigation complete; no suspect identified
6/1/2015,-0.052644,51.507129,Investigation complete; no suspect identified
6/1/2015,-0.052644,51.507129,Investigation complete; no suspect identified
6/1/2015,-0.022004,51.516867,Investigation complete; no suspect identified
6/1/2015,-0.022926,51.498232,Investigation complete; no suspect identified
6/1/2015,-0.044833,51.513203,Investigation complete; no suspect identified
6/1/2015,-0.028047,51.514433,Investigation complete; no suspect identified
6/1/2015,-0.025186,51.494277,Investigation complete; no suspect identified
6/1/2015,-0.010221,51.522648,Investigation complete; no suspect identified
6/1/2015,-0.062331,51.516569,Investigation complete; no suspect identified
6/1/2015,-0.015099,51.508594,Investigation complete; no suspect identified
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,-0.074357,51.529078,Offender given a caution
6/1/2015,-0.115789,51.476048,Investigation complete; no suspect identified
6/1/2015,-0.066385,51.517482,Investigation complete; no suspect identified
6/1/2015,-0.058841,51.526772,Investigation complete; no suspect identified
6/1/2015,-0.19543,51.36447,Offender given penalty notice
6/1/2015,-0.189764,51.385408,Investigation complete; no suspect identified
6/1/2015,-0.194549,51.363504,Suspect charged
6/1/2015,-0.130763,51.355534,Suspect charged
6/1/2015,-0.167626,51.382294,Investigation complete; no suspect identified
6/1/2015,-0.194549,51.363504,Suspect charged
6/1/2015,-0.150917,51.36187,Investigation complete; no suspect identified
6/1/2015,-0.18835,51.360791,Investigation complete; no suspect identified
6/1/2015,-0.167755,51.369356,Investigation complete; no suspect identified
6/1/2015,-0.157693,51.3931,Investigation complete; no suspect identified
6/1/2015,-0.192383,51.360503,Investigation complete; no suspect identified
6/1/2015,-0.191221,51.383065,Investigation complete; no suspect identified
6/1/2015,-0.193175,51.360101,Investigation complete; no suspect identified
6/1/2015,-0.160796,51.365182,Investigation complete; no suspect identified
6/1/2015,-0.198845,51.374838,Investigation complete; no suspect identified
6/1/2015,-0.15418,51.378234,Investigation complete; no suspect identified
6/1/2015,-0.191953,51.362295,Investigation complete; no suspect identified
6/1/2015,-0.173882,51.357257,Investigation complete; no suspect identified
6/1/2015,-0.191566,51.368476,Investigation complete; no suspect identified
6/1/2015,-0.191566,51.368476,Investigation complete; no suspect identified
6/1/2015,-0.194549,51.363504,Investigation complete; no suspect identified
6/1/2015,-0.174215,51.379582,Suspect charged
6/1/2015,-0.199467,51.368876,Investigation complete; no suspect identified
6/1/2015,-0.171245,51.343421,Investigation complete; no suspect identified
6/1/2015,-0.188589,51.356559,Investigation complete; no suspect identified
6/1/2015,-0.277427,51.37708,Suspect charged
6/1/2015,-0.165297,51.383768,Investigation complete; no suspect identified
6/1/2015,-0.181369,51.359694,Investigation complete; no suspect identified
6/1/2015,-0.195872,51.36383,Investigation complete; no suspect identified
6/1/2015,0.162498,51.472594,Investigation complete; no suspect identified
6/1/2015,0.105628,51.418673,Investigation complete; no suspect identified
6/1/2015,0.183506,51.475892,Offender given a drugs possession warning
6/1/2015,0.108658,51.474474,Suspect charged
6/1/2015,,,Suspect charged
6/1/2015,0.168338,51.471236,Investigation complete; no suspect identified
6/1/2015,0.197268,51.47308,Investigation complete; no suspect identified
6/1/2015,0.16853,51.485927,Investigation complete; no suspect identified
6/1/2015,0.144745,51.456967,Suspect charged
6/1/2015,0.181519,51.466234,Investigation complete; no suspect identified
6/1/2015,0.129244,51.481449,Investigation complete; no suspect identified
6/1/2015,0.129244,51.481449,Investigation complete; no suspect identified
6/1/2015,0.182583,51.473436,Offender given a drugs possession warning
6/1/2015,0.133914,51.480905,Investigation complete; no suspect identified
6/1/2015,0.157912,51.480071,Investigation complete; no suspect identified
6/1/2015,0.183214,51.451364,Investigation complete; no suspect identified
6/1/2015,0.136714,51.457932,Investigation complete; no suspect identified
6/1/2015,0.136714,51.457932,Investigation complete; no suspect identified
6/1/2015,0.144745,51.456967,Investigation complete; no suspect identified
6/1/2015,0.163689,51.45151,Investigation complete; no suspect identified
6/1/2015,0.180749,51.480268,Investigation complete; no suspect identified
6/1/2015,0.166376,51.478763,Investigation complete; no suspect identified
6/1/2015,0.181983,51.45091,Investigation complete; no suspect identified
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,0.154039,51.483775,Investigation complete; no suspect identified
6/1/2015,0.086848,51.443056,Investigation complete; no suspect identified
6/1/2015,-0.10328,51.378653,Investigation complete; no suspect identified
6/1/2015,0.110322,51.454678,Investigation complete; no suspect identified
6/1/2015,0.182583,51.473436,Investigation complete; no suspect identified
6/1/2015,0.104179,51.449428,Investigation complete; no suspect identified
6/1/2015,0.182583,51.473436,Investigation complete; no suspect identified
6/1/2015,0.182583,51.473436,Investigation complete; no suspect identified
6/1/2015,0.180731,51.470242,Investigation complete; no suspect identified
6/1/2015,0.180731,51.470242,Investigation complete; no suspect identified
6/1/2015,0.139862,51.457829,Investigation complete; no suspect identified
6/1/2015,0.181888,51.478494,Investigation complete; no suspect identified
6/1/2015,0.126257,51.495883,Investigation complete; no suspect identified
6/1/2015,0.167341,51.484843,Investigation complete; no suspect identified
6/1/2015,0.183214,51.451364,Investigation complete; no suspect identified
6/1/2015,0.183214,51.451364,Investigation complete; no suspect identified
6/1/2015,0.179394,51.480851,Investigation complete; no suspect identified
6/1/2015,0.183767,51.474709,Investigation complete; no suspect identified
6/1/2015,0.172996,51.471698,Investigation complete; no suspect identified
6/1/2015,0.12254,51.510456,Investigation complete; no suspect identified
6/1/2015,0.182583,51.473436,Investigation complete; no suspect identified
6/1/2015,0.150549,51.456725,Investigation complete; no suspect identified
6/1/2015,0.183214,51.451364,Investigation complete; no suspect identified
6/1/2015,0.09115,51.424769,Investigation complete; no suspect identified
6/1/2015,0.146894,51.456765,Investigation complete; no suspect identified
6/1/2015,0.104781,51.426854,Investigation complete; no suspect identified
6/1/2015,0.154721,51.490282,Investigation complete; no suspect identified
6/1/2015,0.125587,51.435939,Investigation complete; no suspect identified
6/1/2015,0.125587,51.435939,Investigation complete; no suspect identified
6/1/2015,0.040246,51.473913,Investigation complete; no suspect identified
6/1/2015,0.040246,51.473913,Investigation complete; no suspect identified
6/1/2015,0.040246,51.473913,Investigation complete; no suspect identified
6/1/2015,0.040246,51.473913,Investigation complete; no suspect identified
6/1/2015,-0.368591,51.439884,Suspect charged
6/1/2015,0.179966,51.468376,Investigation complete; no suspect identified
6/1/2015,0.097766,51.457421,Local resolution
6/1/2015,-0.087071,51.401411,Investigation complete; no suspect identified
6/1/2015,-0.099987,51.371091,Investigation complete; no suspect identified
6/1/2015,-0.067093,51.395112,Offender given penalty notice
6/1/2015,-0.071866,51.391683,Offender given a caution
6/1/2015,-0.069626,51.383436,Suspect charged
6/1/2015,-0.074131,51.416819,Offender given penalty notice
6/1/2015,-0.102932,51.370752,Investigation complete; no suspect identified
6/1/2015,-0.096558,51.3876,Investigation complete; no suspect identified
6/1/2015,-0.10112,51.40342,Investigation complete; no suspect identified
6/1/2015,0.166455,51.488034,Investigation complete; no suspect identified
6/1/2015,0.166455,51.488034,Investigation complete; no suspect identified
6/1/2015,-0.115966,51.384316,Investigation complete; no suspect identified
6/1/2015,-0.075672,51.425325,Investigation complete; no suspect identified
6/1/2015,-0.075672,51.425325,Investigation complete; no suspect identified
6/1/2015,-0.100795,51.373082,Local resolution
6/1/2015,-0.192495,51.363868,Investigation complete; no suspect identified
6/1/2015,-0.192495,51.363868,Investigation complete; no suspect identified
6/1/2015,-0.127178,51.383912,Investigation complete; no suspect identified
6/1/2015,-0.115779,51.392371,Investigation complete; no suspect identified
6/1/2015,-0.102566,51.37785,Investigation complete; no suspect identified
6/1/2015,-0.112841,51.3387,Investigation complete; no suspect identified
6/1/2015,-0.100788,51.354152,Investigation complete; no suspect identified
6/1/2015,-0.099473,51.371703,Investigation complete; no suspect identified
6/1/2015,-0.059379,51.498517,Suspect charged
6/1/2015,-0.059379,51.498517,Suspect charged
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,-0.072882,51.589592,Investigation complete; no suspect identified
6/1/2015,-0.053473,51.587023,Investigation complete; no suspect identified
6/1/2015,-0.129755,51.585521,Investigation complete; no suspect identified
6/1/2015,-0.072028,51.580441,Investigation complete; no suspect identified
6/1/2015,-0.132617,51.580486,Investigation complete; no suspect identified
6/1/2015,-0.156129,51.576209,Investigation complete; no suspect identified
6/1/2015,-0.075215,51.608163,Investigation complete; no suspect identified
6/1/2015,-0.104652,51.594192,Investigation complete; no suspect identified
6/1/2015,-0.108178,51.595498,Investigation complete; no suspect identified
6/1/2015,-0.114686,51.599074,Investigation complete; no suspect identified
6/1/2015,-0.069809,51.590899,Investigation complete; no suspect identified
6/1/2015,-0.061815,51.606072,Offender given a drugs possession warning
6/1/2015,-0.075553,51.582756,Suspect charged
6/1/2015,-0.067069,51.607481,Offender given a drugs possession warning
6/1/2015,-0.104451,51.586527,Investigation complete; no suspect identified
6/1/2015,-0.075648,51.59211,Offender given a caution
6/1/2015,-0.116325,51.597509,Investigation complete; no suspect identified
6/1/2015,-0.116429,51.586621,Investigation complete; no suspect identified
6/1/2015,-0.116429,51.586621,Investigation complete; no suspect identified
6/1/2015,-0.06203,51.58712,Suspect charged
6/1/2015,-0.06203,51.58712,Suspect charged
6/1/2015,-0.116358,51.583104,Investigation complete; no suspect identified
6/1/2015,-0.06913,51.593631,Investigation complete; no suspect identified
6/1/2015,-0.071528,51.584408,Investigation complete; no suspect identified
6/1/2015,-0.069134,51.59319,Investigation complete; no suspect identified
6/1/2015,-0.074303,51.590793,Investigation complete; no suspect identified
6/1/2015,-0.098499,51.575577,Investigation complete; no suspect identified
6/1/2015,-0.098499,51.575577,Investigation complete; no suspect identified
6/1/2015,-0.099734,51.582305,Investigation complete; no suspect identified
6/1/2015,-0.069333,51.591907,Investigation complete; no suspect identified
6/1/2015,-0.103733,51.591641,Investigation complete; no suspect identified
6/1/2015,-0.125623,51.588764,Investigation complete; no suspect identified
6/1/2015,-0.065352,51.588092,Investigation complete; no suspect identified
6/1/2015,-0.058519,51.597682,Investigation complete; no suspect identified
6/1/2015,-0.110581,51.599881,Suspect charged
6/1/2015,-0.081237,51.594477,Investigation complete; no suspect identified
6/1/2015,-0.082081,51.577522,Investigation complete; no suspect identified
6/1/2015,-0.115166,51.570738,Offender given a caution
6/1/2015,-0.069134,51.59319,Investigation complete; no suspect identified
6/1/2015,-0.10101,51.599483,Investigation complete; no suspect identified
6/1/2015,-0.063331,51.578581,Investigation complete; no suspect identified
